ID,NIP,Nama,Email,Unit_Kerja,Status,Created_At
214,"65080600000211","Ida Hartati","ida.hartati.211@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:13
215,"85101800000212","Prof. Cagak Winarsih","cagak.winarsih.212@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:13
216,"76012000000213","Genta Sihombing","genta.sihombing.213@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:13
217,"70110400000214","Mrs. Karimah Puspita","karimah.puspita.214@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:13
218,"93010400000215","Mr. Gilda Puspita","gilda.puspita.215@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:13
219,"99041200000216","Ir. Liman Najmudin","liman.najmudin.216@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:13
220,"65101600000217","Ir. Jelita Usamah","jelita.usamah.217@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:13
221,"94031400000218","Ir. Eko Santoso","eko.santoso.218@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:13
222,"63032300000219","Tami Suartini","tami.suartini.219@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:13
223,"95011800000220","Dr. Balapati Wijayanti","balapati.wijayanti.220@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:13
224,"63112400000221","Mr. Syahrini Riyanti","syahrini.riyanti.221@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:13
225,"87122400000222","Estiono Laksmiwati","estiono.laksmiwati.222@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:13
226,"73030200000223","Dr. Padmi Hutagalung","padmi.hutagalung.223@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:13
227,"92042800000224","Restu Iswahyudi","restu.iswahyudi.224@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:13
228,"73041600000225","Mr. Naradi Riyanti","naradi.riyanti.225@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:13
229,"88022100000226","Mrs. Edison Gunawan","edison.gunawan.226@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:13
230,"91081800000227","Ir. Arsipatra Prabowo","arsipatra.prabowo.227@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:13
231,"95040800000228","Mr. Luis Astuti","luis.astuti.228@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:13
232,"61062700000229","Mrs. Purwanto Kurniawan","purwanto.kurniawan.229@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:13
233,"95041800000230","Dr. Kasusra Pangestu","kasusra.pangestu.230@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:13
234,"83021000000231","Ir. Jarwadi Hidayanto","jarwadi.hidayanto.231@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:13
235,"92092200000232","Dr. Cahyono Kurniawan","cahyono.kurniawan.232@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:13
236,"89091800000233","Dr. Banawi Padmasari","banawi.padmasari.233@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:13
237,"80120400000234","Dr. Ian Maryati","ian.maryati.234@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:13
238,"95052400000235","Lidya Hariyah","lidya.hariyah.235@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:13
239,"93092200000236","Mr. Taufik Pudjiastuti","taufik.pudjiastuti.236@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:13
240,"79030900000237","Dr. Winda Lazuardi","winda.lazuardi.237@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:13
241,"67070700000238","Prof. Kusuma Mulyani","kusuma.mulyani.238@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:13
242,"85091100000239","Mr. Galih Mulyani","galih.mulyani.239@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:13
243,"67012100000240","Mr. Bakiadi Firmansyah","bakiadi.firmansyah.240@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:13
244,"74072100000241","Prof. Bakti Mardhiyah","bakti.mardhiyah.241@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:13
245,"90121000000242","Puput Zulaika","puput.zulaika.242@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
246,"60122600000243","Mr. Ani Rahimah","ani.rahimah.243@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
247,"83032300000244","Mr. Among Salahudin","among.salahudin.244@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
248,"61082800000245","Prof. Kamaria Yuniar","kamaria.yuniar.245@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
249,"62090900000246","Mrs. Dewi Hassanah","dewi.hassanah.246@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
250,"91042600000247","Mrs. Janet Prasetya","janet.prasetya.247@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
251,"92101600000248","Prof. Anastasia Hutasoit","anastasia.hutasoit.248@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
252,"64111800000249","Naradi Wahyuni","naradi.wahyuni.249@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
253,"70042300000250","Estiawan Hardiansyah","estiawan.hardiansyah.250@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
254,"79122000000251","Mr. Zelda Nasyiah","zelda.nasyiah.251@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
255,"99072200000252","Danuja Mahendra","danuja.mahendra.252@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
256,"80010500000253","Elvina Sihombing","elvina.sihombing.253@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
257,"79090400000254","Mrs. Balidin Rahimah","balidin.rahimah.254@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
258,"73052200000255","Dr. Gina Sitorus","gina.sitorus.255@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
259,"71020900000256","Harjo Mardhiyah","harjo.mardhiyah.256@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
260,"85061400000257","Mr. Winda Pradipta","winda.pradipta.257@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
261,"63070100000258","Mr. Nabila Rahimah","nabila.rahimah.258@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
262,"65011800000259","Ir. Talia Permata","talia.permata.259@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
263,"68071800000260","Prof. Tantri Nuraini","tantri.nuraini.260@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
264,"66042500000261","Amalia Hakim","amalia.hakim.261@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
265,"87061500000262","Purwa Tamba","purwa.tamba.262@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
266,"75030400000263","Prof. Dariati Lestari","dariati.lestari.263@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
267,"66121800000264","Aslijan Budiyanto","aslijan.budiyanto.264@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
268,"76011000000265","Mr. Dewi Sihombing","dewi.sihombing.265@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
269,"95092700000266","Mrs. Latika Laksita","latika.laksita.266@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
270,"63062700000267","Ir. Saka Safitri","saka.safitri.267@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
271,"72012200000268","Prof. Estiawan Aryani","estiawan.aryani.268@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
272,"95042000000269","Ir. Jumadi Sitompul","jumadi.sitompul.269@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
273,"91032800000270","Ir. Prabowo Dongoran","prabowo.dongoran.270@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
274,"96091800000271","Mr. Yuliana Sihotang","yuliana.sihotang.271@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
275,"84061400000272","Dr. Yuni Samosir","yuni.samosir.272@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
276,"96062200000273","Mr. Kayla Iswahyudi","kayla.iswahyudi.273@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
277,"77021100000274","Mrs. Anita Winarno","anita.winarno.274@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
278,"98121800000275","Kamila Oktaviani","kamila.oktaviani.275@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
279,"85102700000276","Septi Mangunsong","septi.mangunsong.276@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
280,"95111900000277","Prof. Tania Wulandari","tania.wulandari.277@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
281,"88040900000278","Kasim Widiastuti","kasim.widiastuti.278@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
282,"87071000000279","Dasa Permadi","dasa.permadi.279@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
283,"87020900000280","Ir. Cagak Namaga","cagak.namaga.280@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
284,"91081200000281","Calista Yolanda","calista.yolanda.281@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
285,"61071700000282","Mr. Padma Widiastuti","padma.widiastuti.282@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
286,"91111700000283","Mrs. Michelle Farida","michelle.farida.283@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
287,"91012200000284","Mrs. Ayu Yuliarti","ayu.yuliarti.284@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
288,"75091800000285","Prof. Farah Waluyo","farah.waluyo.285@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
289,"72030500000286","Calista Rahayu","calista.rahayu.286@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
290,"90071800000287","Prof. Nurul Prastuti","nurul.prastuti.287@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
291,"61022300000288","Mr. Kayla Gunawan","kayla.gunawan.288@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
292,"91021200000289","Prof. Almira Susanti","almira.susanti.289@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
293,"88092600000290","Dr. Simon Kuswoyo","simon.kuswoyo.290@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
294,"87101300000291","Ir. Vero Mayasari","vero.mayasari.291@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
295,"72081800000292","Ir. Bakijan Widiastuti","bakijan.widiastuti.292@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
296,"74060200000293","Mr. Nova Yuliarti","nova.yuliarti.293@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
297,"79061500000294","Mr. Soleh Simanjuntak","soleh.simanjuntak.294@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
298,"89011100000295","Dr. Aditya Winarno","aditya.winarno.295@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
299,"76081100000296","Victoria Pradana","victoria.pradana.296@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
300,"77060300000297","Dr. Olga Zulaika","olga.zulaika.297@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
301,"89011700000298","Prof. Shakila Kuswandari","shakila.kuswandari.298@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
302,"90121000000299","Ir. Ulya Utami","ulya.utami.299@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
303,"61010500000300","Citra Putra","citra.putra.300@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
304,"92042800000301","Prof. Yance Kuswoyo","yance.kuswoyo.301@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
305,"98100400000302","Dr. Harjaya Prasetyo","harjaya.prasetyo.302@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
306,"78050900000303","Mrs. Titi Natsir","titi.natsir.303@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
307,"73031600000304","Mrs. Banawa Natsir","banawa.natsir.304@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
308,"95061100000305","Ir. Hani Putra","hani.putra.305@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
309,"84031500000306","Dr. Kairav Novitasari","kairav.novitasari.306@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
310,"68011200000307","Dasa Napitupulu","dasa.napitupulu.307@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
311,"61080700000308","Ir. Kuncara Pranowo","kuncara.pranowo.308@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
312,"70041600000309","Mr. Pia Aryani","pia.aryani.309@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
313,"60110500000310","Prof. Jefri Megantara","jefri.megantara.310@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
314,"99081200000311","Eman Pratiwi","eman.pratiwi.311@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
315,"99061700000312","Mrs. Paulin Lazuardi","paulin.lazuardi.312@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
316,"71082600000313","Ir. Galar Kusmawati","galar.kusmawati.313@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
317,"62120200000314","Mr. Cemani Hassanah","cemani.hassanah.314@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
318,"84121000000315","Mr. Cakrabuana Sitorus","cakrabuana.sitorus.315@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
319,"70102200000316","Puji Halimah","puji.halimah.316@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
320,"62070800000317","Dr. Najib Wijayanti","najib.wijayanti.317@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
321,"65070800000318","Ir. Ayu Wibisono","ayu.wibisono.318@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
322,"99010800000319","Mr. Lalita Agustina","lalita.agustina.319@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
323,"69011800000320","Mr. Ajimat Napitupulu","ajimat.napitupulu.320@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
324,"89042000000321","Kadir Firmansyah","kadir.firmansyah.321@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
325,"76091700000322","Mr. Kamila Usamah","kamila.usamah.322@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
326,"99092800000323","Banawa Usamah","banawa.usamah.323@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
327,"98062600000324","Mrs. Alika Ramadan","alika.ramadan.324@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
328,"94032400000325","Prof. Galur Wijayanti","galur.wijayanti.325@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
329,"99042000000326","Ir. Gatot Damanik","gatot.damanik.326@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
330,"78050300000327","Dr. Malik Yuliarti","malik.yuliarti.327@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
331,"80052200000328","Ir. Hardi Ramadan","hardi.ramadan.328@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
332,"70021400000329","Dr. Asirwada Agustina","asirwada.agustina.329@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
333,"71050900000330","Dr. Ganep Utami","ganep.utami.330@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
334,"99012500000331","Mrs. Wakiman Agustina","wakiman.agustina.331@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
335,"61092500000332","Ir. Heru Laksita","heru.laksita.332@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
336,"67101600000333","Mrs. Hamima Haryanto","hamima.haryanto.333@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
337,"62022400000334","Ir. Umi Sihotang","umi.sihotang.334@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
338,"87071500000335","Mr. Yahya Hasanah","yahya.hasanah.335@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
339,"81091600000336","Hamima Zulkarnain","hamima.zulkarnain.336@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
340,"71010900000337","Wawan Budiyanto","wawan.budiyanto.337@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
341,"79050700000338","Mrs. Legawa Thamrin","legawa.thamrin.338@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
342,"86050300000339","Mr. Empluk Zulaika","empluk.zulaika.339@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
343,"64100600000340","Prof. Jasmin Sihotang","jasmin.sihotang.340@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
344,"74061400000341","Prof. Bakidin Melani","bakidin.melani.341@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
345,"91120200000342","Ir. Danu Saefullah","danu.saefullah.342@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
346,"88100600000343","Mrs. Dalima Utami","dalima.utami.343@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
347,"77032200000344","Ganjaran Winarno","ganjaran.winarno.344@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
348,"62110500000345","Dr. Luwes Nainggolan","luwes.nainggolan.345@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
349,"77052300000346","Salsabila Hastuti","salsabila.hastuti.346@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
350,"88012500000347","Nadia Mardhiyah","nadia.mardhiyah.347@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
351,"70022300000348","Mrs. Labuh Marpaung","labuh.marpaung.348@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
352,"85111200000349","Prof. Jaiman Nainggolan","jaiman.nainggolan.349@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
353,"61060300000350","Ir. Rahmat Yuliarti","rahmat.yuliarti.350@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
354,"87111700000351","Mr. Mariadi Wijaya","mariadi.wijaya.351@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
355,"64022700000352","Prof. Ratna Saragih","ratna.saragih.352@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
356,"67052100000353","Limar Marbun","limar.marbun.353@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
357,"96060900000354","Mr. Safina Puspasari","safina.puspasari.354@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
358,"85110700000355","Prof. Nova Rajata","nova.rajata.355@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
359,"63111900000356","Prof. Rafid Agustina","rafid.agustina.356@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
360,"84062600000357","Pia Sihotang","pia.sihotang.357@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
361,"67080300000358","Dr. Karen Latupono","karen.latupono.358@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
362,"74062600000359","Mrs. Anita Nababan","anita.nababan.359@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
363,"94042800000360","Dr. Asirwada Marbun","asirwada.marbun.360@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
364,"86121800000361","Prof. Rina Winarsih","rina.winarsih.361@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
365,"72102300000362","Ratih Nugroho","ratih.nugroho.362@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
366,"93090700000363","Carla Anggriawan","carla.anggriawan.363@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
367,"67010500000364","Prof. Ciaobella Maheswara","ciaobella.maheswara.364@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
368,"84100100000365","Ir. Siti Hutapea","siti.hutapea.365@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
369,"75030900000366","Ir. Oliva Sihombing","oliva.sihombing.366@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
370,"94031800000367","Prof. Dian Wahyuni","dian.wahyuni.367@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
371,"69101300000368","Dr. Kanda Hastuti","kanda.hastuti.368@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
372,"87070500000369","Mrs. Rendy Najmudin","rendy.najmudin.369@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
373,"83031800000370","Cawisono Nainggolan","cawisono.nainggolan.370@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
374,"64102600000371","Lasmono Hariyah","lasmono.hariyah.371@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
375,"60021000000372","Dr. Dono Handayani","dono.handayani.372@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
376,"84090400000373","Mr. Hasan Wibisono","hasan.wibisono.373@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
377,"98072000000374","Uchita Rahayu","uchita.rahayu.374@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
378,"85101500000375","Dr. Marsudi Lailasari","marsudi.lailasari.375@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
379,"99020800000376","Dwi Hidayat","dwi.hidayat.376@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
380,"83031300000377","Ir. Salwa Winarsih","salwa.winarsih.377@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
381,"75022400000378","Mr. Icha Nuraini","icha.nuraini.378@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
382,"75092300000379","Prof. Salwa Halimah","salwa.halimah.379@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
383,"69060800000380","Prof. Gaiman Wijaya","gaiman.wijaya.380@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
384,"88091900000381","Ir. Sabrina Mustofa","sabrina.mustofa.381@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
385,"76060500000382","Ir. Dimas Napitupulu","dimas.napitupulu.382@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
386,"96110100000383","Prof. Syahrini Wasita","syahrini.wasita.383@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
387,"76052800000384","Prof. Tina Aryani","tina.aryani.384@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
388,"89042100000385","Ir. Kezia Hutapea","kezia.hutapea.385@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
389,"64081500000386","Mr. Jayeng Mandasari","jayeng.mandasari.386@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
390,"62102800000387","Prof. Karna Utami","karna.utami.387@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
391,"60072400000388","Dr. Lanjar Saptono","lanjar.saptono.388@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
392,"65021500000389","Mrs. Silvia Januar","silvia.januar.389@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
393,"69032800000390","Daruna Habibi","daruna.habibi.390@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
394,"81030200000391","Prof. Kemba Zulaika","kemba.zulaika.391@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
395,"61072700000392","Mr. Gilda Siregar","gilda.siregar.392@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
396,"76081900000393","Mrs. Prasetyo Halim","prasetyo.halim.393@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
397,"60072300000394","Mr. Ella Nasyiah","ella.nasyiah.394@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
398,"81062600000395","Salimah Yuniar","salimah.yuniar.395@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
399,"89062600000396","Prof. Eva Oktaviani","eva.oktaviani.396@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
400,"68062100000397","Zizi Hastuti","zizi.hastuti.397@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
401,"92061700000398","Ani Kuswoyo","ani.kuswoyo.398@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
402,"69091300000399","Hilda Prabowo","hilda.prabowo.399@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
403,"97011000000400","Mrs. Bajragin Firgantoro","bajragin.firgantoro.400@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
404,"94112100000401","Ir. Irma Yulianti","irma.yulianti.401@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
405,"90120300000402","Mr. Galar Pradana","galar.pradana.402@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
406,"95120500000403","Prof. Ophelia Prakasa","ophelia.prakasa.403@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
407,"88060600000404","Ir. Mursita Utami","mursita.utami.404@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
408,"90070400000405","Mr. Samiah Laksita","samiah.laksita.405@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
409,"77061600000406","Mrs. Cinthia Mahendra","cinthia.mahendra.406@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
410,"97042600000407","Citra Tamba","citra.tamba.407@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
411,"63050800000408","Mr. Bakiman Haryanto","bakiman.haryanto.408@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
412,"70092800000409","Ani Hutasoit","ani.hutasoit.409@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
413,"83071200000410","Siska Prabowo","siska.prabowo.410@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
414,"65122400000411","Ir. Hamima Simbolon","hamima.simbolon.411@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
415,"70051300000412","Bakidin Thamrin","bakidin.thamrin.412@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
416,"81082400000413","Mrs. Zelda Ardianto","zelda.ardianto.413@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
417,"92011000000414","Mrs. Labuh Hassanah","labuh.hassanah.414@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
418,"62052300000415","Ir. Almira Hasanah","almira.hasanah.415@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
419,"97071700000416","Dr. Yani Padmasari","yani.padmasari.416@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
420,"88090900000417","Purwanto Prastuti","purwanto.prastuti.417@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
421,"90102300000418","Balidin Puspita","balidin.puspita.418@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
422,"92112000000419","Juli Pratama","juli.pratama.419@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
423,"95010300000420","Ganda Hidayat","ganda.hidayat.420@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
424,"78050800000421","Mrs. Prayitna Mandala","prayitna.mandala.421@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
425,"80050600000422","Prof. Zalindra Utami","zalindra.utami.422@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
426,"70032100000423","Dr. Yosef Kuswoyo","yosef.kuswoyo.423@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
427,"79092200000424","Dr. Irwan Damanik","irwan.damanik.424@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
428,"84032300000425","Soleh Pertiwi","soleh.pertiwi.425@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
